Date,Title,Description,Link,Publisher
2026-01-10 16:52:28,S Chand Subsidiary Acquires CPD Singapore Education Services for SGD 1.50 Million - scanx.trade,S Chand Subsidiary Acquires CPD Singapore Education Services for SGD 1.50 Million  scanx.trade,https://news.google.com/rss/articles/CBMi2AFBVV95cUxOQ1l1cTVvRzFkUG5xR29RVW13YUpLMmZYNTVVdG5TUE5sMjNNdGgzNjlhdDNLbzcxRkdKOTd2ZkppeXlMV2JlZGJNWmc2eXRmU2JUS25wNUNjWUg2VElQQmZRd213MHNETzM2elBhSHZaTmZNenZvYWFwZ0xBV2EyN1l2enFvUnVPeVhLSmlPUkVvWklaRXBQRHJMWEUzT0ppNWlKV0kxMFc4bjBQNy1VRTdiUm5SaFVoWTR1REVtU3BMN2VfbGs4VGJYa0Z3OXpxemRnaTJmdFk?oc=5&hl=en-US&gl=US&ceid=US:en,scanx.trade
2026-01-10 13:54:34,"BJP, JD(S) welcome special session in Karnataka Assembly on VB-G RAM G - Udayavani","BJP, JD(S) welcome special session in Karnataka Assembly on VB-G RAM G  Udayavani",https://news.google.com/rss/articles/CBMitAFBVV95cUxNNjJEMjVENmFjZTJVRDFOY2tyUW9fallxbFpvdDJVT3Q2djVPZUJHZGEtbXcxUXBtUlc3OF95em8xdjY5WkgyOUxSTjhYb0RmeWhneHEwMVJDOHpidTBwR0Z6VVVGOEJpUWtFNjFzODlKZnFHSG1mQWpxV2RjVFQtaU5kS2IxYVpZTWZPMlFiX25oTW9tcmg4TjR0ZDMyUDQ2aVpFUzF6UnBhejUzSURuWGMtaGU?oc=5&hl=en-US&gl=US&ceid=US:en,Udayavani
2026-01-10 04:15:00,"Grimsby vs. Weston-S-Mare (10 Jan, 2026) Live Score - ESPN India","Grimsby vs. Weston-S-Mare (10 Jan, 2026) Live Score  ESPN India",https://news.google.com/rss/articles/CBMiX0FVX3lxTE9CNWI2bTh5OUxtTG5HWkg3SXNYSzBMUzViZTVvdFpYRjVSLVdka241TV9TbnpmMkprbWpSUnFKeW9mc0loU3g2eEd4c2ZORTY4SE1oYjhkSzJ1cWNPWEpJ?oc=5&hl=en-US&gl=US&ceid=US:en,ESPN India
2026-01-10 10:50:57,"Invocation Of S.67 IT Act Requires Proof Of Electronic Circulation Of Obscene Content, Not Mere... - Live Law","Invocation Of S.67 IT Act Requires Proof Of Electronic Circulation Of Obscene Content, Not Mere...  Live Law",https://news.google.com/rss/articles/CBMiygJBVV95cUxNQkI1LXVmUXJhUnZ1cHJlU3VPeERFaG1YQjRMaFVpbnd3SXJBR3hKZVhJMmJCS3ZKa2VjVkZHRk9HTXRrRFBXdW9uT3gyWHlXNm04NHp2enhMdmo1NkMyZzI4SEJBMTg5ZnpBeVFSQ01JQndSZmF6cHdlSElQeVp4YzhBM3JJZUgwWndKNmc2cUN0QmVUQ2NTUGQxSXJKN05aajZrZEtOS1JyOU9zV3NIdjNUWm44VHNxc3dhQnk3VTlWTjQ0VEdNNjVHWUFwTm1NMElsSDZKSXBrcVkydzVWb2ZuRjVMYWRkcnVMMHpKQ2M5SkVZNklJTEs1dFo1dk1PdzgyU0FhTUctRXZaLWpuT0JYdUI1Zkt1LWhhbUc1Q2RpOUthdXdVZXRGZURzWXlDcC1sUEZncGdXVldHOExLdGxXWDhRZlluRXfSAc8CQVVfeXFMTWdkWlFZTk5JUzY2bFN3TWVvdHI1V3lqTVoxcU95WmtNMHFuQlFUbC1PS2NDMDZfWlRVWnBDUGRLSUIxYlRmeGRDRDVqQm1Hdklsbk9EMVUwdGNRMWtLczRwM2VNWDlRb2ZRN0xEbXdlUzBsWFYxZDFQRnh6Z0ViZVpBQ3RIdU5IVGRGRFNhVXRvZ0t6d0s1U2RzTGNTMFptSjJGVUxPaG10cEM2SHBsRjYxWE9Kc1plUk5YZmxlZ29pYmE2ZnZjZGpnV1M5ZS1Yc2ljNW5NbzNUd1FaaDJ2SDhDZEdqLXFCUjVMQWRjaXF6MUJDWUhOb1JrMC1oRUN4VzU1a1dPRDhoaktfRDdXRGZ3Sm5DWk0wX2d1a1ZpLVFXdERadmFhaFR6NW1oMFR3UVQ2YXVWS2dMNXM2RWV3ai1xUVRMclYtYjFZdm1veWc?oc=5&hl=en-US&gl=US&ceid=US:en,Live Law
2026-01-10 17:14:31,"BJP, JD(S) Back Special Karnataka Assembly Session to Discuss VB-G RAM G - Deccan Chronicle","BJP, JD(S) Back Special Karnataka Assembly Session to Discuss VB-G RAM G  Deccan Chronicle",https://news.google.com/rss/articles/CBMi0AFBVV95cUxOTEhXSG5DRDcyZHFJQnpVZW1OTDVnZXZZSjVNUy1BeFQzeWxCR2NhVS12d3JvVWtaQmtlOUppVUlSallNU2hwZlFZSHF5Y0wyRERlM2Nobl93X0hTQkJadHIyMTJlc3lGV0ZLcGdobjU0SUZQRWtEVzhZX0RNM1JUQjI3ZmdDblp0SjJ6ZTg0aFV6OVo0RXROQ3pNZTRNamd5dGRDalZQNklIcElfdEpnaXJVRUE3WWRTQzdqcmVQU3E2el9FTXpWYXdvRXVURm1S0gHWAUFVX3lxTFB1U0t4T1pDT05zMERYRFowT0dsY3Z3aFBZeFBBeXpvU3FjV2hwSDloNlY3T1ZYUkZDZXJuQm9yTWxJdlg2Nm9leWxxRjRyYjUxRUVvQzlyYWwxYnF0Q1RRTXhTYTBaaml4WW96YUJsRFA0b3NKRlFSVWdlYlZHLTQtMjFKakk0WXFVTWxzR3VlcFZuZ0MwQS1NSFp4MUtlS0daLW54WG1VNFJDejYxbVFPZ3BuYkw0b3dJRC1pcENrQzJtTEY2aVp5c05nd2xkTkEzWDktMUE?oc=5&hl=en-US&gl=US&ceid=US:en,Deccan Chronicle
2026-01-10 13:42:02,"BJP, JD(S) welcome special K'taka Assembly Session on VB–G RAM G - News Arena India","BJP, JD(S) welcome special K'taka Assembly Session on VB–G RAM G  News Arena India",https://news.google.com/rss/articles/CBMipAFBVV95cUxOdnI5VEs0RlpUeGxucUNSelEzNlpHLVFQLWp2MHcwNE4wb3hRZU1ZWHQxRnBmUWZYQnBSUnNYVmhkMFhYZ0dSUnVCdnBYOUhDQVd4QmMwMDQ4VUtodHhURTNnV1MwVWp4X0t4Q1dXb2hJNDFzcEpqbW1DQko1X2NRTzZfclVGa1daZmZkakRjLW14Z192NGo5QkxqSklTbGZWVllDRA?oc=5&hl=en-US&gl=US&ceid=US:en,News Arena India
2026-01-08 08:00:00,Harry S. Truman - Encyclopedia Britannica,Harry S. Truman  Encyclopedia Britannica,https://news.google.com/rss/articles/CBMiYEFVX3lxTFBmaGlaWjUzWElRNnYxaXBVVlQ3Ymh0TnZqTnZzazVwWk9GUWhxTUVvTF9HWG5Vb2t3UGNfbjdnQTFzYzZfb3pDOGc5dEZLMFBEVkFPOTYtdm5GTDlNbktOSw?oc=5&hl=en-US&gl=US&ceid=US:en,Encyclopedia Britannica
2025-12-31 02:01:59,OPPO Watch S - Ultra-slim Smartwatch for Workout & Health Tracking | OPPO Global - OPPO,OPPO Watch S - Ultra-slim Smartwatch for Workout & Health Tracking | OPPO Global  OPPO,https://news.google.com/rss/articles/CBMiV0FVX3lxTE5yaFg0aERiMDByNlh1c1FBZHJTUTNEalB4SzB4VDZYdHJoS0p5TTdQYnlPZWN6TC1BWTE3bTlSMHAwYVFSN3pnMENXa3dLMzRuOGJuMkNPRQ?oc=5&hl=en-US&gl=US&ceid=US:en,OPPO
2026-01-10 14:05:22,Issuance of Summons u/s 70 CGST Act Cannot be Considered as Initiation of Proceedings: Delhi HC [Read Order] - Taxscan,Issuance of Summons u/s 70 CGST Act Cannot be Considered as Initiation of Proceedings: Delhi HC [Read Order]  Taxscan,https://news.google.com/rss/articles/CBMi0gFBVV95cUxPUXVIdl96TXFjeVVYRmU3MmF4bFhIdkI3bjVWM2dtNjBYNHJVYVd4c0hZLWxvMVo0eXdRTjI3eVpvcXFUcmN2bDVHc1lEZ2hlRTNKTVZWeE9yU3RuZzlMdHIxWklZdHZJQVYyYWV2aGJwSHhwRlV3ajhkQjNheDQ3YkJONEpsMEI1Tm9qQlowZ0dGSV9YQ1dHUHNYRGFseWFkX1lDUjQwTWYwZHVEbEU2MjM5YU1FYkN1bnFXLUdubDdzMkRQSWJNcG8wNVhmeFVEX1E?oc=5&hl=en-US&gl=US&ceid=US:en,Taxscan
2026-01-10 14:10:00,"BJP, JD(S) welcome special session in Karnataka Assembly on VB-G RAM G - Vartha Bharati","BJP, JD(S) welcome special session in Karnataka Assembly on VB-G RAM G  Vartha Bharati",https://news.google.com/rss/articles/CBMiqgFBVV95cUxQMkV3Umx3a1pTSTV2bDJpWWZpc1MxcjBjRW9NQTlQSkdLMzBZQk5nUElXM1VSLWZWNzNiM1JQZ1djOHFDRlJBRmQ2UFdKV3BFc3hfeVlzbkNhal9JakpnUUJRaHd5ZmZ4MndpdDJMRkZpZmxvSmRNMnNHOEFSX1JDcWdjaHZabmFpSjhaUDBMZ2ZFUXNCNVdGRU9MNXBaenFiNzBXQnhzTGw3UQ?oc=5&hl=en-US&gl=US&ceid=US:en,Vartha Bharati
2026-01-10 18:28:16,Russia to Send Fourth S-400 Squadron to India by Late May 2026 - defence.newsd.in,Russia to Send Fourth S-400 Squadron to India by Late May 2026  defence.newsd.in,https://news.google.com/rss/articles/CBMiqgFBVV95cUxNTTdsOHBWVVJXWTRWS0syLVE5ZndfU0tkVHZHX3ZreF9ia0J0S2syOFBQalpuTkI3VWkwVmtmV2o5MVdFYVV0WWl6UlJkSmxob0VrcFlmb3dOcTJsUVo2ejNwSnNGSnc4Si1xcjUtOFRDWFQzWGhJNnd0bWxkVGtOSWVUdlNyMmlNOWNWdTRfRUx6OUpDX2M3S3Q0VEtncHZITmEwNm9Uc2pMUQ?oc=5&hl=en-US&gl=US&ceid=US:en,defence.newsd.in
2026-01-10 07:30:25,S. 448 Companies Act Can’t Be Read In Isolation; Must Be Read Along With S. 447 Companies Act: Supreme... - Verdictum,S. 448 Companies Act Can’t Be Read In Isolation; Must Be Read Along With S. 447 Companies Act: Supreme...  Verdictum,https://news.google.com/rss/articles/CBMiywFBVV95cUxQbk03UFVfQmRVNGNhOHFiYXkzSDRpQ19iVy1Ja0pRSTQzWUVjblZ1VmxfRDZmWTJEb3R4UXhqUmlWRHNGNlpzanhxZmlMQTgybG9LckdWRHdPS2V6eXp1SmtocWl0RzNiWlZlMzZxT1g0TXZKZ3BxU2Q5eVF2NHI0b2diaTNYYTFoalpEODJrYV9MamxzU1RYN0g5RFJzRDltcmpnc1o3MngxWUFScVZuaFJ5cjhxSnJVcjFGY25BV1JvZkZmbXhZbGc1NNIB0AFBVV95cUxNUHJXMy04TXIzMTRnSHJfNEJIOWZ1M3ROdnFJeXJCc2NWSXdNeTZVUEhtZXN3dThTX3p6ZzFSX3NMenE0R0w3WVVDSUs2NF9BdnBfdWFuRHNleGhPLWh2bVduenQtWG8tT21GMnRiUGs0NzRxc3NKZ2RwUGFDTlBwNGRwRWRtU1VnRUdGLWxKajVjVkJDejhlaktGNUhYSm1GMDlIV2FVMS1aTHNyM3F3ODB5ajI4NTd6TGRSbi1kMEhqWXBxQ3gtSGVjMFBtZzZ6?oc=5&hl=en-US&gl=US&ceid=US:en,Verdictum
2026-01-09 07:31:03,"EAM Dr S Jaishankar meets French President Emmanuel Macron, reaffirms India France strategic partnership - News On AIR","EAM Dr S Jaishankar meets French President Emmanuel Macron, reaffirms India France strategic partnership  News On AIR",https://news.google.com/rss/articles/CBMizgFBVV95cUxPMU00WDdSTllBcUdRNVY2NThmUTdGZTYzd3lnVVFjaDlvSDZ2R3dSQWFyS2VJUDRaUWk0cXRVenZrc2J2cDVUYmRYblFBVl95bjJPbHl1eFFkMVZMcmRCVC03WE5wT3RxQUVvUVJ1b3ZUTlprMHNrMXVmTU5XVTA3cE5zXy0tUC1nNFVkZndWM20yZHRueTY3cjFkVkptVW5IUjZDNEdkT1BjQWdkdm9TdGswZEVlNFczd2lBS19CNks5Wkk0czk2UVpPQkp4Zw?oc=5&hl=en-US&gl=US&ceid=US:en,News On AIR
2026-01-10 09:03:10,"Former CPM MLA S Rajendran to join BJP, meets Rajeev Chandrasekhar - Mathrubhumi English","Former CPM MLA S Rajendran to join BJP, meets Rajeev Chandrasekhar  Mathrubhumi English",https://news.google.com/rss/articles/CBMiwgFBVV95cUxOSGxGbVJYUGt3RkhPZlk0bFM4RDdVVUxzN1RYN0RWOGYzQ0RfQ3NkZkd4MENmQ25HTm1tZ0hSeFVkY2ZrTVVBS01YdEtLUlJzZTQ2ZFFCNFVlMERpb1U1QmVEZE1LaUo5dkNrRk1TYUczM3hLbEVzbHhSNnBMc0l4X1hleXJGSkFSTElDWmZrcDExeGxlN0tRVXVfTHR3S1BZZkxRT0VMU2pKUE1CdGxoUHEtam5wVzd2RWdpa2J0MWRUQdIBxwFBVV95cUxORThoUzRraUF6OGN1VnEzS1I0SzFWQ2FSS1lIU3NqVnlOOTdZWm5vRmEybmxGUGM0R3VmSUxwSy14TXdHUi1uX0VIVUVQWjNLQ3UwdXpoeVg5T1JCT01Sek5VMlZXMExpazR0UEJlNGJwLUVBLW9SQWhPNjJNdXp6TkdXVGhDWmNFcHl0eFJyNkRSY1FvX3lhcDU5NGRzSHlfQkVRUVkwUnAyRUdCT1NhNkpNWktpUXpDV2FXS3FYRjhmVEd2cXVB?oc=5&hl=en-US&gl=US&ceid=US:en,Mathrubhumi English
2026-01-09 12:47:43,Ex-Parte Order after 10 Notices Not Final: ITAT Remands ₹64.12 Lakh S. 69C Disallowance [Read Order] - Taxscan,Ex-Parte Order after 10 Notices Not Final: ITAT Remands ₹64.12 Lakh S. 69C Disallowance [Read Order]  Taxscan,https://news.google.com/rss/articles/CBMixAFBVV95cUxOOEVNN0RpMXZOV0tJcjlQMV9nTUlscUFEa3ZkeVRsOUhDQXJGa3R2RkFyQU9lNU9vNUZvWFRkb2RPd2dIc2F5bU1VLWVGSFdLTnpKUVI3UW90Unl5MlhHMEUyT0hwRUVrRzJ1NjdBcnQ4NHp4WlhNNE9VSTVEYzcxTWU2ZnUwOXRyb0dmMjNIQUNXZTV5ZkNjajZYVlNnSGlxR2VYMlFranY4MmlqV0dTMGNoQWFxc196NjhVVUp4UVRoN0xv?oc=5&hl=en-US&gl=US&ceid=US:en,Taxscan
2026-01-10 10:01:47,"Private v/s Public Banks, Which Bank offers Top Fixed Deposit Interest Rates, Here to Know and Compare - PSU Connect","Private v/s Public Banks, Which Bank offers Top Fixed Deposit Interest Rates, Here to Know and Compare  PSU Connect",https://news.google.com/rss/articles/CBMijgFBVV95cUxPejZobkFOVkQzd2h0aGdBRmVKRGhwNV8wX2VrY3R2WVNLVlp2cm1nb2x3d0VoWW1iazl1d1BJVkpCS2JqdHY4MDRWQTI1R25HcVlTdTIxaWtCX2I0RDVxRDFjSU5QUWV0d24zd0dMNGM0bkVMOF9xRHlFUFd1a1drUzFGdDFmVWtBM1ZsY1Rn?oc=5&hl=en-US&gl=US&ceid=US:en,PSU Connect
2026-01-09 06:21:08,EAM Dr S Jaishankar underlines global shifts during Ambassadors Conference in Paris - News On AIR,EAM Dr S Jaishankar underlines global shifts during Ambassadors Conference in Paris  News On AIR,https://news.google.com/rss/articles/CBMiswFBVV95cUxNOVplSHhkWW1DUGxzUTEyZmFaWjF2LXNqZlljSEpqV3ZhVFlaTXVhLWhob3ZwUUZtUnQ5MjF0MG45cllHMzJaQ2FjemNTVDcxcGpheG14WWNDcUliR05FU2xyeExESEpuVnVWTDBfWERxT243T0lndTd0RnpvenVYZDdIZDFudWlzbzZfM1VPRWpaN0ZSWWxQZno4MUdhRnJsMXdHUXdXVzJyTzhfbjM4S3BNSQ?oc=5&hl=en-US&gl=US&ceid=US:en,News On AIR
2026-01-10 06:40:36,Prosecution Must Prove Publication Of Material To Establish Offence U/S 67 Information Technology Act:... - Verdictum,Prosecution Must Prove Publication Of Material To Establish Offence U/S 67 Information Technology Act:...  Verdictum,https://news.google.com/rss/articles/CBMi9AFBVV95cUxQOUhHYzFCQTUyb3hwcTE3cHJiOEpMODB1ZS1ROFhxelhTZTd3dWw5LUotUDVFdFl3U0VGNmFqOUcwbGNxRk42WDFxTEdva1AzU1E3MVhEVWpkWkQyVDBremlIOF92aVk2UVotYUVVV2NQTVF1enV5WmZTLW1SU2g4Q09aWVRocFViSEVLU0YwWnhBaHV0YzB2bC1mZEhYWEJuS0sxMkFvanZmUnR1dnFUZUxMRDE5VnZXMFJrSS1CUVdmMzlHWklhcHFNRWV1YkZFRDhBNWVwc1lncFAtYzFKVlU4OUNuZS0wcExHemJhQnFQMjdn0gH6AUFVX3lxTE1meTNDVGktOWRXMWVyb2NhUWFQNXU1cnBPVTJ3a2oyLW9BTGhxeGJfSFBCVVcydWhuekgzeWU3Z2ZBdHRBbG9pTXFBekFnaTExYjFuZFRBOUZYMU1VaTdCVnpaSHB2Ulh3ZjRKMHZkbWVndU1sc2V2aEpGckI2cDNpSGV3cDI1elBxdHJsMmFJX3QzT1NFc2p2c2xDZThNQk9FazNaYmtaU29DOU9IWDdRc2dfc2RuNUhfU3J5bHhvQS1rUHVKZEQ2T3NJVTdiUWxIRTZqTnU4NXFCUWNXckJCNzRTanYzeDJjVXNYQmR5SWJid0ZpWnpuT3c?oc=5&hl=en-US&gl=US&ceid=US:en,Verdictum
